text,num_aspects,aspects,aspect_term,sentiment,confidence
"Travel advisory for Canadians: Visiting American relatives might expose you to measles, tuberculosis, covid-19, mumps, chicken pox,  tetanus, meningitis, and twenty-five or so other diseases.",2,"measles, covid",covid,neutral,0.761
"Just wait to all those previous eliminated diseases come roaring back.

Measles has been eliminated in the US for 20 years.  The US is currently on the cusp of losing that elimination status.

What's next - polio, rubella, diphtheria.  What about any new covid strain?

This is a very dangerous game.",2,"measles, covid",measles,negative,0.63
"Just wait to all those previous eliminated diseases come roaring back.

Measles has been eliminated in the US for 20 years.  The US is currently on the cusp of losing that elimination status.

What's next - polio, rubella, diphtheria.  What about any new covid strain?

This is a very dangerous game.",2,"measles, covid",covid,neutral,0.73
"If the government doesn't recommend a vaccine/treatment, a patient can sue the doctor more easily. Doctors may be afraid to give measles/mumbs/rubella shots, Covid shots, etc., if they could get sued. I suspect something like that is behind what Kennedy does.",3,"vaccine, measles, covid",vaccine,neutral,0.927
"If the government doesn't recommend a vaccine/treatment, a patient can sue the doctor more easily. Doctors may be afraid to give measles/mumbs/rubella shots, Covid shots, etc., if they could get sued. I suspect something like that is behind what Kennedy does.",3,"vaccine, measles, covid",measles,neutral,0.901
"If the government doesn't recommend a vaccine/treatment, a patient can sue the doctor more easily. Doctors may be afraid to give measles/mumbs/rubella shots, Covid shots, etc., if they could get sued. I suspect something like that is behind what Kennedy does.",3,"vaccine, measles, covid",covid,neutral,0.941
"Hahaha silly defecten person. So you like a racist, pedophile, pussy grabbing,kleptocratic old fart as your fürhrer?
I hope you have not received a Polio, Measles, Covid or Rubella vaccination so we can get rid of you quickly.",3,"vaccination, measles, covid",vaccination,neutral,0.797
"Hahaha silly defecten person. So you like a racist, pedophile, pussy grabbing,kleptocratic old fart as your fürhrer?
I hope you have not received a Polio, Measles, Covid or Rubella vaccination so we can get rid of you quickly.",3,"vaccination, measles, covid",measles,neutral,0.904
"Hahaha silly defecten person. So you like a racist, pedophile, pussy grabbing,kleptocratic old fart as your fürhrer?
I hope you have not received a Polio, Measles, Covid or Rubella vaccination so we can get rid of you quickly.",3,"vaccination, measles, covid",covid,neutral,0.899
"What a fn shit show to prevent a shitty admin who no longer prevent another pandemic, flu, measles, polio, tuberculosis, typhoid, coronavirus, measles, rubella, etc vaccines which will no longer be required for children and seniors like moi thus insurance  may no longer cover the cost",2,"coronavirus, measles",coronavirus,neutral,0.867
"What a fn shit show to prevent a shitty admin who no longer prevent another pandemic, flu, measles, polio, tuberculosis, typhoid, coronavirus, measles, rubella, etc vaccines which will no longer be required for children and seniors like moi thus insurance  may no longer cover the cost",2,"coronavirus, measles",measles,neutral,0.909
"@peters.senate.gov what action will YOU take to protect us from the infectious diseases RFK jr isn’t taking seriously such as whooping cough, measles, rubella, avian flu, covid…need I continue…",2,"measles, covid",measles,neutral,0.674
"@peters.senate.gov what action will YOU take to protect us from the infectious diseases RFK jr isn’t taking seriously such as whooping cough, measles, rubella, avian flu, covid…need I continue…",2,"measles, covid",covid,neutral,0.849
"As soon as the shitstain was elected I started getting vaccines I hadn't gotten, but were available, including a booster MMR because mine was pre-'68.
I KNEW this shit was coming even BEFORE worm brain was in the picture. 😐
I'm hoping we see a yearly flu & covid this year. Not holding my breath tho.",2,"covid, mmr",covid,neutral,0.832
"As soon as the shitstain was elected I started getting vaccines I hadn't gotten, but were available, including a booster MMR because mine was pre-'68.
I KNEW this shit was coming even BEFORE worm brain was in the picture. 😐
I'm hoping we see a yearly flu & covid this year. Not holding my breath tho.",2,"covid, mmr",mmr,neutral,0.607
"The IGNORANCE of your movement never ceases to amaze. Guess who has vaccinated ALL of their family - not only with MMR (mumps, measles and rubella) but COVID and whooping cough and HPV vaccines? Your DEAR MAHA leader RFK, JR. He is a Con Man and you are in a Cult.",3,"measles, covid, mmr",measles,neutral,0.94
"The IGNORANCE of your movement never ceases to amaze. Guess who has vaccinated ALL of their family - not only with MMR (mumps, measles and rubella) but COVID and whooping cough and HPV vaccines? Your DEAR MAHA leader RFK, JR. He is a Con Man and you are in a Cult.",3,"measles, covid, mmr",covid,neutral,0.952
"The IGNORANCE of your movement never ceases to amaze. Guess who has vaccinated ALL of their family - not only with MMR (mumps, measles and rubella) but COVID and whooping cough and HPV vaccines? Your DEAR MAHA leader RFK, JR. He is a Con Man and you are in a Cult.",3,"measles, covid, mmr",mmr,neutral,0.942
"That’s what I was finding online in terms of covid vaccines. But in terms of other vaccines, flu, tdap, mmr, (also maybe the new rsv vax?) Canada does have domestic manufacturing unless I’m completely misreading these contract numbers.",2,"covid, mmr",covid,neutral,0.957
"That’s what I was finding online in terms of covid vaccines. But in terms of other vaccines, flu, tdap, mmr, (also maybe the new rsv vax?) Canada does have domestic manufacturing unless I’m completely misreading these contract numbers.",2,"covid, mmr",mmr,neutral,0.971
"They are building capacity. Not sure how many facilities have actually been completed. From what I can tell from an online browse, Canada makes vax for: diphtheria, tetanus, pertussis, covid-19, flu, measles (MMR). We used to make polio vax but not sure if currently produced here.",3,"measles, covid, mmr",measles,neutral,0.939
"They are building capacity. Not sure how many facilities have actually been completed. From what I can tell from an online browse, Canada makes vax for: diphtheria, tetanus, pertussis, covid-19, flu, measles (MMR). We used to make polio vax but not sure if currently produced here.",3,"measles, covid, mmr",covid,neutral,0.937
"They are building capacity. Not sure how many facilities have actually been completed. From what I can tell from an online browse, Canada makes vax for: diphtheria, tetanus, pertussis, covid-19, flu, measles (MMR). We used to make polio vax but not sure if currently produced here.",3,"measles, covid, mmr",mmr,neutral,0.925
"We won't talk about the runaround that insurance gave me to cover the costs of MMR and COVID vaccines. I'm still angry about that. Let's just say that if you don't want to pay ~$200 per vaccine, you'd better check with insurance ahead of time.",3,"vaccine, covid, mmr",vaccine,neutral,0.946
"We won't talk about the runaround that insurance gave me to cover the costs of MMR and COVID vaccines. I'm still angry about that. Let's just say that if you don't want to pay ~$200 per vaccine, you'd better check with insurance ahead of time.",3,"vaccine, covid, mmr",covid,neutral,0.937
"We won't talk about the runaround that insurance gave me to cover the costs of MMR and COVID vaccines. I'm still angry about that. Let's just say that if you don't want to pay ~$200 per vaccine, you'd better check with insurance ahead of time.",3,"vaccine, covid, mmr",mmr,neutral,0.946
"1. Inactivated (polio, shot not oral)
2. Live-attenuated (nasal flu, MMR)
3. mRNA (SpikeVax)
4. Subunit, recombinant, polysaccharide, and conjugate (prevnar)
5. Toxoid (tetanus)
6. Viral vector (J&J COVID)

1 and 2 would generally be considered whole virus type. 4 is probably the most common.",2,"covid, mmr",covid,neutral,0.834
"1. Inactivated (polio, shot not oral)
2. Live-attenuated (nasal flu, MMR)
3. mRNA (SpikeVax)
4. Subunit, recombinant, polysaccharide, and conjugate (prevnar)
5. Toxoid (tetanus)
6. Viral vector (J&J COVID)

1 and 2 would generally be considered whole virus type. 4 is probably the most common.",2,"covid, mmr",mmr,neutral,0.921
"Scotland:

""the figures showed that almost 1/4 of children of African descent in Scotland had not had their second dose of MMR by the age of 5.

Lower uptake of vaccines in minority ethnic groups isn't just seen in childhood immunisations.

Experts say Covid, flu & HPV show similar trends.""",2,"covid, mmr",covid,neutral,0.796
"Scotland:

""the figures showed that almost 1/4 of children of African descent in Scotland had not had their second dose of MMR by the age of 5.

Lower uptake of vaccines in minority ethnic groups isn't just seen in childhood immunisations.

Experts say Covid, flu & HPV show similar trends.""",2,"covid, mmr",mmr,neutral,0.906
"The vaccines should be readily available to all. 
That said, even when they were people weren't vaccinating their children for covid, MMR, etc at effective rates. Restricting the vaccines is further damage to appropriate Public Health messaging.",2,"covid, mmr",covid,neutral,0.838
"The vaccines should be readily available to all. 
That said, even when they were people weren't vaccinating their children for covid, MMR, etc at effective rates. Restricting the vaccines is further damage to appropriate Public Health messaging.",2,"covid, mmr",mmr,neutral,0.901
"8/5/25- In today’s briefing, we review What Kindergarten Vaccine Data and Wastewater Tell Us; Contagious Illnesses Update

Watch here: www.youtube.com/watch?v=dUaH...

#RootsEmpowers #PHB #CommunityHealth #PublicHealth  #COVID19 #CDC #SARSCoV2 #Wastewater #RSV  #VaccineCoverage #MMR #Measles",3,"vaccine, measles, mmr",vaccine,neutral,0.927
"8/5/25- In today’s briefing, we review What Kindergarten Vaccine Data and Wastewater Tell Us; Contagious Illnesses Update

Watch here: www.youtube.com/watch?v=dUaH...

#RootsEmpowers #PHB #CommunityHealth #PublicHealth  #COVID19 #CDC #SARSCoV2 #Wastewater #RSV  #VaccineCoverage #MMR #Measles",3,"vaccine, measles, mmr",measles,neutral,0.936
"8/5/25- In today’s briefing, we review What Kindergarten Vaccine Data and Wastewater Tell Us; Contagious Illnesses Update

Watch here: www.youtube.com/watch?v=dUaH...

#RootsEmpowers #PHB #CommunityHealth #PublicHealth  #COVID19 #CDC #SARSCoV2 #Wastewater #RSV  #VaccineCoverage #MMR #Measles",3,"vaccine, measles, mmr",mmr,neutral,0.94
"I just got my MMR, HPV, and COVID vaccines yesterday, my arm hurts but I know I'm protected against some pretty heavy hitting diseases.

Not all of us aren't getting healthier.",2,"covid, mmr",covid,neutral,0.9
"I just got my MMR, HPV, and COVID vaccines yesterday, my arm hurts but I know I'm protected against some pretty heavy hitting diseases.

Not all of us aren't getting healthier.",2,"covid, mmr",mmr,neutral,0.969
"Okay, HPV (1 of 3), MMR, and COVID 19.

I need to get two more boosters for HPV, one in three months and another in six months, but I'm one third of the way there.

Adults can get an antibody test for MMR, or just ask your doctor if boosting is a good idea since some of us lose our immunity.",3,"immunity, covid, mmr",immunity,neutral,0.572
"Okay, HPV (1 of 3), MMR, and COVID 19.

I need to get two more boosters for HPV, one in three months and another in six months, but I'm one third of the way there.

Adults can get an antibody test for MMR, or just ask your doctor if boosting is a good idea since some of us lose our immunity.",3,"immunity, covid, mmr",covid,neutral,0.952
"Okay, HPV (1 of 3), MMR, and COVID 19.

I need to get two more boosters for HPV, one in three months and another in six months, but I'm one third of the way there.

Adults can get an antibody test for MMR, or just ask your doctor if boosting is a good idea since some of us lose our immunity.",3,"immunity, covid, mmr",mmr,neutral,0.971
