text,kind,author,date,url,uri,matched_keyword,parent_url,parent_uri,week_start,vaccine_sentiment,vaccine_confidence,covid_vaccine_sentiment,covid_vaccine_confidence,coronavirus_vaccine_sentiment,coronavirus_vaccine_confidence,measles_vaccine_sentiment,measles_vaccine_confidence,mmr_vaccine_sentiment,mmr_vaccine_confidence,mmr_sentiment,mmr_confidence,covid_sentiment,covid_confidence,coronavirus_sentiment,coronavirus_confidence,measles_sentiment,measles_confidence,mumps_sentiment,mumps_confidence,rubella_sentiment,rubella_confidence,side_effects_sentiment,side_effects_confidence,efficacy_sentiment,efficacy_confidence,effectiveness_sentiment,effectiveness_confidence,safety_sentiment,safety_confidence,protection_sentiment,protection_confidence,immunity_sentiment,immunity_confidence,autism_sentiment,autism_confidence,pregnant_sentiment,pregnant_confidence,trump_sentiment,trump_confidence,liberals_sentiment,liberals_confidence,woke_sentiment,woke_confidence,conservative_sentiment,conservative_confidence,republican_sentiment,republican_confidence,government_sentiment,government_confidence,big_pharma_sentiment,big_pharma_confidence,fda_sentiment,fda_confidence,cdc_sentiment,cdc_confidence,who_sentiment,who_confidence
"I see what you are saying re LC not being widely presented as an added reason to receive COVID vacc. For some people (when they know) that is very motivating. 

Speaking generally, I don't think the evidence shows that's why some parents missed or skipped their kids' measles vaccines in 2020-2025.",post,michaelschwandt.bsky.social,2025-06-09 20:42:47.015000+00:00,https://bsky.app/profile/michaelschwandt.bsky.social/post/3lr7ajpqpnm2g,at://did:plc:xomrxxe7gorpmeuekq66wsxh/app.bsky.feed.post/3lr7ajpqpnm2g,measle,,,6/8/25,neutral,0.427,negative,0.48,negative,0.451,negative,0.471,negative,0.422,neutral,0.565,negative,0.476,negative,0.493,negative,0.541,negative,0.586,negative,0.517,negative,0.592,negative,0.425,neutral,0.536,neutral,0.503,neutral,0.669,neutral,0.622,negative,0.485,neutral,0.718,neutral,0.525,neutral,0.541,neutral,0.547,neutral,0.577,neutral,0.637,neutral,0.528,negative,0.555,neutral,0.596,neutral,0.531,neutral,0.587
"Doctors are AMAZED at these 10 ways to BOOST your immune system:

-The Tetanus vaccine 
-The Measles vaccine 
-The Polio vaccine 
-The Mumps vaccine 
-The HPV vaccine 
-The Pneumonia vaccine 
-The Hepatitis B vaccine 
-The Rubella vaccine 
-The Diphtheria vaccine 
-The Covid-19 vaccine

@HislopMD",post,joolz520.bsky.social,2025-07-07 17:22:42.920000+00:00,https://bsky.app/profile/joolz520.bsky.social/post/3ltfcfqntm22z,at://did:plc:qizlqcb4stw3q4jzv5ra2k2y/app.bsky.feed.post/3ltfcfqntm22z,measle,,,7/6/25,positive,0.5,positive,0.521,positive,0.531,positive,0.538,positive,0.496,neutral,0.633,neutral,0.481,positive,0.509,positive,0.497,positive,0.503,neutral,0.498,positive,0.515,positive,0.696,neutral,0.644,neutral,0.561,neutral,0.567,positive,0.535,neutral,0.513,neutral,0.729,neutral,0.704,neutral,0.594,neutral,0.575,neutral,0.638,neutral,0.688,neutral,0.672,positive,0.479,neutral,0.603,neutral,0.6,neutral,0.67
"Doctors are AMAZED at these 10 ways to BOOST your immune system:

The Tetanus vaccine
The Measles vaccine
The Polio vaccine
The Mumps vaccine
The HPV vaccine
The Pneumonia vaccine
The Hepatitis B vaccine
The Rubella vaccine
The Diphtheria vaccine
The Covid-19 vaccine

- @hislopmd.bsky.social",post,jonathanstea.bsky.social,2025-07-07 12:02:33.017000+00:00,https://bsky.app/profile/jonathanstea.bsky.social/post/3lteqjao4pc2i,at://did:plc:7hbkhwuyjd23asbfy5axtu7d/app.bsky.feed.post/3lteqjao4pc2i,measle,,,7/6/25,neutral,0.526,neutral,0.533,neutral,0.521,neutral,0.515,neutral,0.557,neutral,0.639,neutral,0.556,neutral,0.532,neutral,0.556,neutral,0.522,neutral,0.558,neutral,0.516,positive,0.567,neutral,0.686,neutral,0.591,neutral,0.643,positive,0.534,neutral,0.562,neutral,0.749,neutral,0.644,neutral,0.658,neutral,0.614,neutral,0.661,neutral,0.662,neutral,0.667,neutral,0.552,neutral,0.592,neutral,0.588,neutral,0.592
"I am sorry for their grief. Rescuing minors from cult members is difficult.Adults, however risk all of us with their willfull ignorance. If possible, isolate all of them, TOGETHER. Wait 4 measles, mumps, hepatitis, whooping cough,COVID # X, polio & smallpox 2 kill them NATURALLY.Then flat earthers.",post,literatesince1959.bsky.social,2025-07-07 01:12:04.296000+00:00,https://bsky.app/profile/literatesince1959.bsky.social/post/3ltdm63yaac2d,at://did:plc:3jjmwpx3jnp3oiano2tltjxr/app.bsky.feed.post/3ltdm63yaac2d,measle,,,7/6/25,neutral,0.566,neutral,0.441,neutral,0.432,negative,0.429,neutral,0.46,neutral,0.583,negative,0.462,negative,0.481,negative,0.492,negative,0.537,negative,0.468,negative,0.521,neutral,0.444,neutral,0.639,neutral,0.581,neutral,0.687,neutral,0.632,neutral,0.465,neutral,0.724,neutral,0.485,negative,0.544,neutral,0.583,neutral,0.632,neutral,0.615,neutral,0.469,negative,0.49,neutral,0.601,neutral,0.586,neutral,0.552
"As a nurse, I was vaccinated for Hep B with no ill effects. Also vaccinated against measles, mumps, polio, diphtheria, tetanus, whooping cough, influenza, RSV, shingles and Covid. As a nurse, I strongly recommend vaccination to prevent preventable and possibly deadly disease.",post,acr626.bsky.social,2025-07-06 23:55:54.390000+00:00,https://bsky.app/profile/acr626.bsky.social/post/3ltdhvvrlkc2e,at://did:plc:whaierui7znouibz76q5dtzf/app.bsky.feed.post/3ltdhvvrlkc2e,measle,,,7/6/25,positive,0.522,positive,0.546,positive,0.567,positive,0.602,positive,0.503,neutral,0.606,positive,0.48,positive,0.549,positive,0.552,positive,0.487,positive,0.481,positive,0.492,positive,0.609,neutral,0.555,neutral,0.577,neutral,0.574,neutral,0.52,positive,0.476,neutral,0.797,neutral,0.648,neutral,0.711,neutral,0.673,neutral,0.71,neutral,0.727,neutral,0.646,positive,0.412,neutral,0.536,neutral,0.595,neutral,0.667
"I’m not from the area; trying to figure out which vaccines are required. I’m guessing measles & chicken pox, probably mumps, pertussis, rubella & polio—anything else? What about Covid & RSV?",post,greggjlevine.bsky.social,2025-07-02 21:52:00.965000+00:00,https://bsky.app/profile/greggjlevine.bsky.social/post/3lsz74ouigc25,at://did:plc:k77if5kfdhshbodwowsi3uk2/app.bsky.feed.post/3lsz74ouigc25,measle,,,6/29/25,neutral,0.494,neutral,0.451,neutral,0.466,neutral,0.427,neutral,0.461,neutral,0.631,negative,0.443,negative,0.442,negative,0.458,negative,0.519,negative,0.489,negative,0.502,neutral,0.371,neutral,0.564,neutral,0.623,neutral,0.612,neutral,0.607,neutral,0.478,neutral,0.772,neutral,0.543,neutral,0.647,neutral,0.668,neutral,0.661,neutral,0.648,neutral,0.524,negative,0.475,neutral,0.531,neutral,0.558,neutral,0.53
"File under: not even a tiny bit surprising

""panelists repeated old COVID grievances, re-litigated solved issues around thimerosal and the measles, mumps, rubella, and varicella (MMRV) vaccine, and asked basic questions about epidemiologic methods""

They...

1/2

www.medpagetoday.com/infectiousdi...",post,joffirphd.bsky.social,2025-07-02 01:33:57.412000+00:00,https://bsky.app/profile/joffirphd.bsky.social/post/3lsx32mxi6c23,at://did:plc:3r4tlcv62hpq3uumf7jdfr5u/app.bsky.feed.post/3lsx32mxi6c23,mmr,,,6/29/25,neutral,0.779,neutral,0.724,neutral,0.743,neutral,0.714,neutral,0.746,neutral,0.85,neutral,0.685,neutral,0.724,neutral,0.709,neutral,0.646,neutral,0.694,neutral,0.671,neutral,0.757,neutral,0.827,neutral,0.794,neutral,0.869,neutral,0.851,neutral,0.704,neutral,0.898,neutral,0.784,neutral,0.766,neutral,0.81,neutral,0.852,neutral,0.85,neutral,0.808,neutral,0.679,neutral,0.852,neutral,0.819,neutral,0.847
"There is no patent on Covid.
The CDC did not name it, the WHO did .
Viruses evolve; vaccines evolve to train the body to fight off a virus. 
We do know that vaccines stop viruses, because they have stopped polio, measles, mumps, scarlet fever, diphtheria, pneumonia, pertussis, influenza, Sars.",post,maryhear.bsky.social,2025-06-27 02:16:21.270000+00:00,https://bsky.app/profile/maryhear.bsky.social/post/3lskl3to2kc2c,at://did:plc:eir7ywczrmbk7whprkyhlrdb/app.bsky.feed.post/3lskl3to2kc2c,measle,,,6/22/25,neutral,0.471,neutral,0.436,neutral,0.443,neutral,0.418,neutral,0.491,neutral,0.645,neutral,0.457,neutral,0.449,neutral,0.43,neutral,0.38,neutral,0.552,negative,0.357,positive,0.479,neutral,0.698,neutral,0.599,neutral,0.739,neutral,0.565,neutral,0.557,neutral,0.795,neutral,0.666,neutral,0.658,neutral,0.71,neutral,0.749,neutral,0.776,neutral,0.64,neutral,0.439,neutral,0.638,neutral,0.618,neutral,0.701
"Bird flu, welcome to the USA. We have rolled out the red carpet for you.  Oh, and DO bring your friends COVID and Bubonic Plague, Measles, Whooping Cough, Mumps, Polio.  Hell, just bring everyone",post,nuoutlook.bsky.social,2025-06-26 15:50:26.722000+00:00,https://bsky.app/profile/nuoutlook.bsky.social/post/3lsji4mu7bc2i,at://did:plc:fxs33jvz5vju4sh3ax3vzp27/app.bsky.feed.post/3lsji4mu7bc2i,measle,,,6/22/25,neutral,0.517,neutral,0.494,neutral,0.514,neutral,0.445,neutral,0.529,neutral,0.696,neutral,0.443,neutral,0.44,negative,0.4,negative,0.466,neutral,0.448,negative,0.441,neutral,0.47,neutral,0.604,neutral,0.601,neutral,0.627,neutral,0.579,neutral,0.55,neutral,0.714,neutral,0.52,neutral,0.51,neutral,0.628,neutral,0.71,neutral,0.648,neutral,0.623,neutral,0.491,neutral,0.706,neutral,0.67,neutral,0.62
"Pretty sure that the million Trump killed with Covid, plus the ?1/2 million kids who will get measles, mumps, rubella, plus the swathes that will be mowed down by the next pandemic should be reason enough to depose your ""king"".",post,wenjackwoman.bsky.social,2025-06-25 20:51:35.617000+00:00,https://bsky.app/profile/wenjackwoman.bsky.social/post/3lshii7afjc2m,at://did:plc:udgm56zr33l5eerdbnnjr7bp/app.bsky.feed.post/3lshii7afjc2m,measle,,,6/22/25,neutral,0.767,neutral,0.641,neutral,0.644,neutral,0.577,neutral,0.717,neutral,0.796,neutral,0.553,neutral,0.561,neutral,0.541,neutral,0.466,neutral,0.503,neutral,0.481,neutral,0.698,neutral,0.716,neutral,0.797,neutral,0.81,neutral,0.826,neutral,0.707,neutral,0.827,neutral,0.49,neutral,0.503,neutral,0.76,neutral,0.742,neutral,0.662,neutral,0.491,neutral,0.521,neutral,0.774,neutral,0.739,neutral,0.7
"WHILE YOU CAN
GET VACCINATED
Measles, mumps, rubella
Tetanus, Diphtheria
Hep A, Hep B 
IPV
Flu
Covid
Shingles (especially if you have had chicken pox)

Now, before they are gone",post,linabee.bsky.social,2025-06-25 18:21:17.589000+00:00,https://bsky.app/profile/linabee.bsky.social/post/3lsha3gxzkc2e,at://did:plc:mjihkm463bp6gdgzvhum6n37/app.bsky.feed.post/3lsha3gxzkc2e,measle,,,6/22/25,neutral,0.45,neutral,0.432,neutral,0.433,neutral,0.415,neutral,0.485,neutral,0.663,neutral,0.448,neutral,0.449,neutral,0.423,negative,0.409,negative,0.401,neutral,0.389,neutral,0.412,neutral,0.56,neutral,0.555,neutral,0.603,neutral,0.528,neutral,0.497,neutral,0.743,neutral,0.62,neutral,0.57,neutral,0.627,neutral,0.726,neutral,0.676,neutral,0.643,neutral,0.433,neutral,0.568,neutral,0.601,neutral,0.623
Vaccines save lives: 1796 smallpox. 1885 rabies. 1890 tetanus. 1896 typhoid fever. 1906 TB. 1923 diphtheria. 1926 whooping cough. 1932 yellow fever. 1945 flu. 1952 polio. 1963 measles. 1967 mumps. 1969 rubella. 1974 chickenpox. 1990 cancer. 2019 COVID-19. Is more testing needed?,post,dwright100.bsky.social,2025-06-25 11:14:26.370000+00:00,https://bsky.app/profile/dwright100.bsky.social/post/3lsgia67mjc2h,at://did:plc:e2zkhlpudtnjpnoek7oqp7pe/app.bsky.feed.post/3lsgia67mjc2h,measle,,,6/22/25,neutral,0.491,neutral,0.442,neutral,0.447,neutral,0.424,neutral,0.496,neutral,0.588,neutral,0.454,neutral,0.435,neutral,0.421,negative,0.439,neutral,0.43,negative,0.425,neutral,0.372,neutral,0.578,neutral,0.6,neutral,0.584,neutral,0.554,neutral,0.484,neutral,0.697,neutral,0.522,neutral,0.499,neutral,0.599,neutral,0.595,neutral,0.551,neutral,0.508,neutral,0.418,neutral,0.546,neutral,0.491,neutral,0.534
Vaccines save lives: 1796 smallpox. 1885 rabies. 1890 tetanus. 1896 typhoid fever. 1906 TB. 1923 diphtheria. 1926 whooping cough. 1932 yellow fever. 1945 flu. 1952 polio. 1963 measles. 1967 mumps. 1969 rubella. 1974 chickenpox. 1990 cancer. 2019 COVID-19. Is more testing really needed?,post,dwright100.bsky.social,2025-06-25 11:06:21.840000+00:00,https://bsky.app/profile/dwright100.bsky.social/post/3lsghrq4wos2h,at://did:plc:e2zkhlpudtnjpnoek7oqp7pe/app.bsky.feed.post/3lsghrq4wos2h,measle,,,6/22/25,neutral,0.478,neutral,0.427,neutral,0.434,neutral,0.412,neutral,0.494,neutral,0.57,neutral,0.434,neutral,0.421,neutral,0.407,negative,0.458,neutral,0.417,negative,0.454,neutral,0.374,neutral,0.542,neutral,0.576,neutral,0.558,neutral,0.541,neutral,0.454,neutral,0.687,neutral,0.502,neutral,0.478,neutral,0.595,neutral,0.58,neutral,0.551,neutral,0.47,negative,0.432,neutral,0.528,neutral,0.474,neutral,0.52
"We need to inject The Junkie with measles and see how he feels about it. Also, mumps and covid. So we cover our bases.",post,greengodess.bsky.social,2025-06-24 20:33:45.440000+00:00,https://bsky.app/profile/greengodess.bsky.social/post/3lsewzf6fss2w,at://did:plc:inhlqdflmy5bxpwqi2k4eg2i/app.bsky.feed.post/3lsewzf6fss2w,measle,,,6/22/25,neutral,0.636,neutral,0.591,neutral,0.623,neutral,0.532,neutral,0.625,neutral,0.787,neutral,0.516,neutral,0.548,neutral,0.505,neutral,0.439,neutral,0.526,neutral,0.45,neutral,0.485,neutral,0.728,neutral,0.715,neutral,0.688,neutral,0.612,neutral,0.527,neutral,0.835,neutral,0.514,neutral,0.583,neutral,0.74,neutral,0.716,neutral,0.737,neutral,0.569,neutral,0.511,neutral,0.722,neutral,0.69,neutral,0.751
"We're there already. 

Stupid patriotism ✔️
People dying ✔️
Crumbling infrastructure ✔️
Scurvy✔️ 
Also, TB✔️, Polio✔️, Measles✔️, Mumps✔️, Rubella✔️, More Covid✔️",post,zoeskunk.bsky.social,2025-06-24 04:15:41.906000+00:00,https://bsky.app/profile/zoeskunk.bsky.social/post/3lsdaei735c2o,at://did:plc:ifnh47bjqadbg3fl2lqn2cwp/app.bsky.feed.post/3lsdaei735c2o,measle,,,6/22/25,negative,0.493,negative,0.617,negative,0.636,negative,0.622,negative,0.594,negative,0.498,negative,0.653,negative,0.674,negative,0.663,negative,0.711,negative,0.686,negative,0.679,negative,0.708,negative,0.605,negative,0.525,neutral,0.501,neutral,0.475,negative,0.582,negative,0.498,negative,0.656,negative,0.712,negative,0.536,negative,0.55,negative,0.597,negative,0.753,negative,0.694,negative,0.586,negative,0.604,negative,0.588
"Only my opinion:Round them up or let them ""self cult immerse""in HHS camps.Let them give each other measles, mumps,diphtheria,smallpox, chicken pox, polio,Covid, pneumonia ETC. Let them DIE OUT. I include incels,Nazis,most GOP,all supremacists  and flat earthers in the ""mentally ill"" category.",post,literatesince1959.bsky.social,2025-06-23 20:03:05.345000+00:00,https://bsky.app/profile/literatesince1959.bsky.social/post/3lscetmuhyk2t,at://did:plc:3jjmwpx3jnp3oiano2tltjxr/app.bsky.feed.post/3lscetmuhyk2t,measle,,,6/22/25,neutral,0.706,neutral,0.538,neutral,0.534,neutral,0.518,neutral,0.58,neutral,0.687,neutral,0.541,neutral,0.505,neutral,0.487,negative,0.474,neutral,0.505,neutral,0.462,neutral,0.593,neutral,0.555,neutral,0.783,neutral,0.778,neutral,0.756,neutral,0.524,neutral,0.808,neutral,0.515,negative,0.5,neutral,0.616,neutral,0.62,neutral,0.578,neutral,0.589,neutral,0.501,neutral,0.672,neutral,0.63,neutral,0.598
"OMG this commercial for meningitis vaccine and it's teens share everything. 

No when, I was not drinking from my friends' cups and licking their ice creams and using their lip gloss. Probably because my mom is a germophobe but still. And we're in the age of COVID and measles and mumps? So gross.",post,sunoppositemoon.blacksky.app,2025-06-21 07:43:43.439000+00:00,https://bsky.app/profile/sunoppositemoon.blacksky.app/post/3ls42lp4wcf2p,at://did:plc:wxam625nwp5i5y2i6z6szjqz/app.bsky.feed.post/3ls42lp4wcf2p,measle,,,6/15/25,neutral,0.644,neutral,0.541,neutral,0.576,neutral,0.525,neutral,0.65,neutral,0.771,neutral,0.546,neutral,0.557,neutral,0.471,negative,0.459,neutral,0.542,neutral,0.507,neutral,0.661,neutral,0.66,neutral,0.764,neutral,0.822,neutral,0.763,neutral,0.619,neutral,0.816,neutral,0.626,neutral,0.549,neutral,0.757,neutral,0.76,neutral,0.734,neutral,0.667,neutral,0.563,neutral,0.713,neutral,0.762,neutral,0.72
"who needs COVID if you have measles, flu, tetanus, hepatitis, mumps, rubella and more & that Mr Kennedy Jr in charge?",post,mornorse.bsky.social,2025-06-20 12:44:07.051000+00:00,https://bsky.app/profile/mornorse.bsky.social/post/3ls22vwdcqc2w,at://did:plc:gydr6tg5v35bif3unvqxursp/app.bsky.feed.post/3ls22vwdcqc2w,measle,,,6/15/25,neutral,0.69,neutral,0.612,neutral,0.631,neutral,0.585,neutral,0.679,neutral,0.796,neutral,0.511,neutral,0.568,neutral,0.515,negative,0.45,negative,0.446,neutral,0.445,neutral,0.545,neutral,0.77,neutral,0.748,neutral,0.681,neutral,0.671,neutral,0.652,neutral,0.843,neutral,0.546,neutral,0.51,neutral,0.728,neutral,0.699,neutral,0.658,neutral,0.545,neutral,0.515,neutral,0.749,neutral,0.708,neutral,0.638
Or add scurvy to polio measles mumps small pox and covid! Maha my ass,post,mrspop.bsky.social,2025-06-19 19:54:19.335000+00:00,https://bsky.app/profile/mrspop.bsky.social/post/3lrycibeufk2e,at://did:plc:oueolsgqhldja5ud76vn3vm6/app.bsky.feed.post/3lrycibeufk2e,measle,,,6/15/25,neutral,0.48,neutral,0.478,neutral,0.51,negative,0.434,neutral,0.449,neutral,0.577,neutral,0.433,neutral,0.471,negative,0.482,negative,0.531,negative,0.473,negative,0.531,negative,0.429,neutral,0.527,neutral,0.589,neutral,0.592,neutral,0.505,neutral,0.431,neutral,0.645,neutral,0.456,negative,0.514,neutral,0.596,neutral,0.542,neutral,0.517,negative,0.503,negative,0.476,neutral,0.511,neutral,0.514,neutral,0.566
"No, that's for Covid. Vitamin A--usually, ironically, in the form of a pharmaceutical product, a pill or capsule--and cod liver oil are ""sure cures"" for measles.
And don't get us started on chicken pox or mumps!
🥴",post,ibmenubu2.bsky.social,2025-06-19 19:03:13.994000+00:00,https://bsky.app/profile/ibmenubu2.bsky.social/post/3lry7mw23dc2t,at://did:plc:lz6lqbk4ofr6z2db6wzfhx7y/app.bsky.feed.post/3lry7mw23dc2t,measle,,,6/15/25,neutral,0.662,neutral,0.634,neutral,0.628,neutral,0.596,neutral,0.657,neutral,0.723,neutral,0.633,neutral,0.622,neutral,0.588,neutral,0.568,neutral,0.61,neutral,0.463,neutral,0.537,neutral,0.705,neutral,0.676,neutral,0.723,neutral,0.572,neutral,0.569,neutral,0.808,neutral,0.712,neutral,0.654,neutral,0.732,neutral,0.741,neutral,0.75,neutral,0.772,neutral,0.55,neutral,0.766,neutral,0.733,neutral,0.755
"So Americans are now going to be getting:
Covid
Measles
Mumps
Rubella
Mesothelioma
And all the while cutting Medicare.
MAGA",post,liberalukgeek.bsky.social,2025-06-19 16:21:10.787000+00:00,https://bsky.app/profile/liberalukgeek.bsky.social/post/3lrxwl5bdyk2u,at://did:plc:acjagd4nx46dtytwlncg5zyg/app.bsky.feed.post/3lrxwl5bdyk2u,measle,,,6/15/25,neutral,0.557,neutral,0.514,neutral,0.556,neutral,0.487,neutral,0.566,neutral,0.671,neutral,0.486,neutral,0.513,neutral,0.418,negative,0.422,neutral,0.428,neutral,0.426,neutral,0.451,neutral,0.633,neutral,0.681,neutral,0.612,neutral,0.563,neutral,0.504,neutral,0.725,neutral,0.516,neutral,0.47,neutral,0.7,neutral,0.65,neutral,0.609,neutral,0.438,neutral,0.478,neutral,0.626,neutral,0.615,neutral,0.65
"RFKjr’s impact: “In as little as 2 years, Cases of measles, mumps, whooping cough, rubella, diphtheria, polio, tetanus, influenza, COVID, HPV and many more diseases will rapidly rise. Hospitalizations will skyrocket.” But fewer Americans will have health insurance.
www.arcamax.com/politics/ope...",post,envirolib.bsky.social,2025-06-19 08:25:22.436000+00:00,https://bsky.app/profile/envirolib.bsky.social/post/3lrx3ydguwc2e,at://did:plc:n3cxdyie6ocrgukwhsfaujmo/app.bsky.feed.post/3lrx3ydguwc2e,measle,,,6/15/25,neutral,0.551,negative,0.425,negative,0.418,negative,0.429,neutral,0.425,neutral,0.568,negative,0.456,negative,0.469,negative,0.478,negative,0.527,negative,0.468,negative,0.516,neutral,0.402,neutral,0.485,neutral,0.481,neutral,0.565,neutral,0.568,negative,0.454,neutral,0.629,negative,0.483,negative,0.476,neutral,0.548,neutral,0.559,neutral,0.537,negative,0.458,negative,0.499,neutral,0.487,neutral,0.492,neutral,0.525
"polio measles mumps rubella covid flu all waiting for you.  #resist 
www.reuters.com/business/hea...",post,musiccomposer.com,2025-06-16 19:21:31.914000+00:00,https://bsky.app/profile/musiccomposer.com/post/3lrqpauppsk2h,at://did:plc:4f7qdmxuzsvaevvkskt4giyw/app.bsky.feed.post/3lrqpauppsk2h,measle,,,6/15/25,neutral,0.523,neutral,0.486,neutral,0.495,neutral,0.438,neutral,0.489,neutral,0.643,neutral,0.517,neutral,0.52,neutral,0.383,negative,0.461,negative,0.411,neutral,0.444,neutral,0.448,neutral,0.676,neutral,0.639,neutral,0.656,neutral,0.536,neutral,0.465,neutral,0.768,neutral,0.526,neutral,0.498,neutral,0.681,neutral,0.645,neutral,0.59,neutral,0.553,neutral,0.421,neutral,0.579,neutral,0.607,neutral,0.65
"On CBC, polio, mumps and whooping cough are being discussed because #measles cases are so high in Alberta.  Measles are considered a warning.

Me: COVID was the warning.  Measles was just the next obvious airborne spreader because of misinformation and trends already at play since Andrew Wakefield.",post,drsmith.bsky.social,2025-06-16 10:07:21.260000+00:00,https://bsky.app/profile/drsmith.bsky.social/post/3lrpqbwgazs2n,at://did:plc:i5x3eb76crb4rousjkkk6i5l/app.bsky.feed.post/3lrpqbwgazs2n,measle,,,6/15/25,neutral,0.59,neutral,0.456,neutral,0.453,neutral,0.399,neutral,0.475,neutral,0.57,negative,0.436,negative,0.439,negative,0.434,negative,0.503,negative,0.44,negative,0.47,neutral,0.522,neutral,0.652,neutral,0.553,neutral,0.741,neutral,0.677,neutral,0.416,neutral,0.76,neutral,0.579,neutral,0.555,neutral,0.649,neutral,0.67,neutral,0.725,neutral,0.53,negative,0.45,neutral,0.602,neutral,0.491,neutral,0.643
