Public_health_unit,Antigen,Age,Year,Coverage
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2014-2015,56.7
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2015-2016,84.1
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2016-2017,85.6
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2017-2018,87.1
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2018-2019,90.8
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,7,2019-2020,97
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2019-2020,85.8
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,7,2020-2021,93.3
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2020-2021,82.5
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,7,2021-2022,93.9
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2021-2022,81.5
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,7,2022-2023,95.3
"Kingston, Frontenac and Lennox & Addington Public Health",Diphtheria,17,2022-2023,85.9
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2013-2014,74.1
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2014-2015,75
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2015-2016,75.1
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2016-2017,77.7
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2017-2018,80.5
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2018-2019,81.1
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,17,2018-2019,84.3
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2019-2020,75.5
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,17,2019-2020,86.9
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2020-2021,84
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,17,2020-2021,85
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2021-2022,87.7
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,17,2021-2022,85
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,12,2022-2023,86.2
"Kingston, Frontenac and Lennox & Addington Public Health",HepB,17,2022-2023,89.2
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2013-2014,91.3
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2014-2015,88.4
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2015-2016,89.3
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2016-2017,90.9
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2017-2018,90.1
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2018-2019,92.7
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2019-2020,92.7
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2020-2021,94
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2021-2022,92.8
"Kingston, Frontenac and Lennox & Addington Public Health",Hib,7,2022-2023,91.4
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2013-2014,65.3
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2014-2015,61
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2015-2016,63.5
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2016-2017,67.5
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2017-2018,70.8
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2018-2019,72.5
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,17,2018-2019,67.4
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2019-2020,72.3
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,17,2019-2020,70.8
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2020-2021,78.4
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,17,2020-2021,72.8
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2021-2022,81.9
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,17,2021-2022,75.6
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,12,2022-2023,80
"Kingston, Frontenac and Lennox & Addington Public Health",HPV,17,2022-2023,80.6
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2013-2014,88.7
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2014-2015,96.6
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2015-2016,97.2
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2016-2017,97.8
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2017-2018,97.6
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2018-2019,98.5
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2019-2020,98.2
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2020-2021,98.4
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2021-2022,97.8
"Kingston, Frontenac and Lennox & Addington Public Health",MCC,7,2022-2023,98.1
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2013-2014,78.3
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2014-2015,82.5
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2015-2016,87.8
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2016-2017,91.2
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2017-2018,93.3
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2018-2019,93.4
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,17,2018-2019,97.7
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2019-2020,97.4
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,17,2019-2020,97.7
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2020-2021,95
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,17,2020-2021,97.1
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2021-2022,95.8
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,17,2021-2022,95.9
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,12,2022-2023,94.6
"Kingston, Frontenac and Lennox & Addington Public Health",MCV4,17,2022-2023,98.1
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2013-2014,96.9
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2014-2015,96.4
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2015-2016,97.4
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2016-2017,97.6
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2017-2018,96.6
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2018-2019,97.9
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2013-2014,96.4
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2014-2015,95.4
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2015-2016,97.7
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2016-2017,97.9
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2017-2018,98
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2018-2019,97.4
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2019-2020,97
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2019-2020,98.2
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2020-2021,93.6
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2020-2021,97.6
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2021-2022,93.7
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2021-2022,96.4
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,7,2022-2023,96
"Kingston, Frontenac and Lennox & Addington Public Health",Measles,17,2022-2023,97.9
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2013-2014,96.8
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2014-2015,96.4
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2015-2016,97.4
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2016-2017,97.6
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2017-2018,96.5
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2018-2019,97.8
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2013-2014,95.9
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2014-2015,94.8
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2015-2016,97.5
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2016-2017,97.8
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2017-2018,97.9
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2018-2019,97.5
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2019-2020,97
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2019-2020,98.1
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2020-2021,93.6
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2020-2021,97.5
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2021-2022,93.7
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2021-2022,96.3
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,7,2022-2023,95.9
"Kingston, Frontenac and Lennox & Addington Public Health",Mumps,17,2022-2023,97.8
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2013-2014,91.8
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2014-2015,94.2
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2015-2016,95.6
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2016-2017,96.5
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2017-2018,95.7
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2018-2019,97.5
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2013-2014,55.3
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2014-2015,53.1
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2015-2016,82.3
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2016-2017,84.1
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2017-2018,85.7
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2018-2019,90.7
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2019-2020,97
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2019-2020,86
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2020-2021,93.3
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2020-2021,82.6
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2021-2022,93.8
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2021-2022,81.5
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,7,2022-2023,95.3
"Kingston, Frontenac and Lennox & Addington Public Health",Pertussis,17,2022-2023,85.9
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2013-2014,82.1
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2014-2015,85.6
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2015-2016,87.8
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2016-2017,88.2
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2017-2018,82
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2018-2019,88.7
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2019-2020,91.4
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2020-2021,93.5
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2021-2022,93.7
"Kingston, Frontenac and Lennox & Addington Public Health",Pneumo,7,2022-2023,93.6
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2013-2014,92
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2014-2015,94.4
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2015-2016,95.9
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2016-2017,96.7
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2017-2018,96.5
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2018-2019,97.6
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2013-2014,93
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2014-2015,91.7
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2015-2016,96.1
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2016-2017,96.5
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2017-2018,97.1
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2018-2019,96.9
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2019-2020,97.2
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2019-2020,97.7
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2020-2021,93.2
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2020-2021,96.4
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2021-2022,93.9
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2021-2022,94.9
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,7,2022-2023,95.6
"Kingston, Frontenac and Lennox & Addington Public Health",Polio,17,2022-2023,96.6
"Kingston, Frontenac and Lennox & Addington Public Health",Rota,7,2019-2020,72.6
"Kingston, Frontenac and Lennox & Addington Public Health",Rota,7,2020-2021,80.1
"Kingston, Frontenac and Lennox & Addington Public Health",Rota,7,2021-2022,81.4
"Kingston, Frontenac and Lennox & Addington Public Health",Rota,7,2022-2023,84.8
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2013-2014,99.1
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2014-2015,98.8
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2015-2016,98.4
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2016-2017,98.8
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2017-2018,98.1
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2018-2019,99
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2013-2014,99.1
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2014-2015,98
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2015-2016,99.1
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2016-2017,99
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2017-2018,99.2
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2018-2019,98.9
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2019-2020,98.6
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2019-2020,99.3
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2020-2021,98.8
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2020-2021,98.4
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2021-2022,98.4
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2021-2022,97
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,7,2022-2023,98.7
"Kingston, Frontenac and Lennox & Addington Public Health",Rubella,17,2022-2023,98.8
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2013-2014,91.8
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2014-2015,94.3
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2015-2016,95.6
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2016-2017,96.5
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2017-2018,95.8
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2018-2019,97.5
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2013-2014,57.3
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2014-2015,56.7
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2015-2016,84.1
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2016-2017,85.6
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2017-2018,87.2
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2018-2019,90.8
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2019-2020,97
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2019-2020,85.8
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2020-2021,93.3
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2020-2021,82.5
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2021-2022,93.9
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2021-2022,81.5
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,7,2022-2023,95.3
"Kingston, Frontenac and Lennox & Addington Public Health",Tetanus,17,2022-2023,86
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2013-2014,37.4
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2014-2015,53.8
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2015-2016,66.9
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2016-2017,73.3
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2017-2018,94.5
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2018-2019,96.3
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2019-2020,95.5
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2020-2021,92.4
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2021-2022,92.5
"Kingston, Frontenac and Lennox & Addington Public Health",Varicella,7,2022-2023,94.7
Lambton Public Health,HepB,12,2023-2024,45.7
Lambton Public Health,HPV,12,2023-2024,40.8
Lambton Public Health,HepB,17,2023-2024,69.4
Lambton Public Health,HPV,17,2023-2024,61.2
Lambton Public Health,MCV4,12,2023-2024,62.7
Lambton Public Health,Diphtheria,17,2023-2024,79.7
Lambton Public Health,Pertussis,17,2023-2024,79.5
Lambton Public Health,Tetanus,17,2023-2024,79.7
